incident_id,date_int,latitude,longitude,snapshot_quarter,severity_economic_usd,severity_casualties
1602,20010330,-2.2666667,-79.9,200101,0.0,3
1603,20010330,-2.2666667,-79.9,200101,0.0,3
1604,20010330,2.7833333,101.0,200101,0.0,3
1605,20010401,14.6666667,-17.3667,200102,0.0,2
1606,20010402,12.5833333,47.7833,200102,0.0,1
1607,20010402,6.8666667,50.0167,200102,0.0,3
1608,20010402,6.9214,122.079,200102,0.0,1
1609,20010404,5.6333333,96.5333,200102,0.0,2
1610,20010404,9.9666667,76.25,200102,0.0,2
1611,20010405,1.6,102.8167,200102,0.0,2
1612,20010407,12.9417,52.1796,200102,0.0,0
1613,20010408,-8.05,-34.85,200102,0.0,2
1614,20010408,4.0431667,9.6667,200102,0.0,2
1615,20010410,-0.1466667,44.1033,200102,0.0,0
1616,20010411,6.45,3.3767,200102,0.0,1
1617,20010412,13.0931667,80.2932,200102,0.0,0
1618,20010412,12.9166667,48.3333,200102,0.0,1
1619,20010413,6.45,3.3767,200102,0.0,2
1620,20010413,22.2188333,91.7117,200102,0.0,0
1621,20010416,24.5666667,109.0667,200102,0.0,2
1622,20010416,2.05,108.8,200102,0.0,0
1623,20010417,22.4765,89.5765,200102,0.0,1
1624,20010418,5.5833333,97.8167,200102,0.0,3
1625,20010420,13.0931667,80.2932,200102,0.0,0
1626,20010420,18.4166667,-70.0,200102,0.0,0
1627,20010420,25.85,120.75,200102,0.0,3
1628,20010422,5.6166667,-0.0167,200102,0.0,3
1629,20010422,5.8266667,118.1167,200102,0.0,1
1630,20010424,5.6166667,-0.0167,200102,0.0,2
1631,20010425,4.223,98.3642,200102,0.0,2
1632,20010427,14.8666667,113.9667,200102,0.0,2
1633,20010427,22.5265,88.3167,200102,0.0,3
1634,20010427,20.9355,107.0892,200102,0.0,3
1635,20010504,16.0333333,113.7117,200102,0.0,0
1636,20010504,5.1666667,97.1333,200102,0.0,0
1637,20010505,6.2837,102.0359,200102,0.0,3
1638,20010506,-2.2666667,-79.9,200102,0.0,3
1639,20010509,5.4166667,100.3432,200102,0.0,2
1640,20010509,-6.95,110.4167,200102,0.0,1
1641,20010511,-2.2666667,-79.9,200102,0.0,3
1642,20010512,-6.1166667,126.4667,200102,0.0,0
1643,20010512,3.7766667,98.6767,200102,0.0,2
1644,20010512,0.2833333,9.45,200102,0.0,2
1645,20010514,22.2166667,91.7932,200102,0.0,0
1646,20010515,13.0866667,80.3483,200102,0.0,3
1647,20010516,10.691,-61.7517,200102,0.0,2
1648,20010516,30.4265,-9.6265,200102,0.0,3
1649,20010520,-6.0886667,106.875,200102,0.0,3
1650,20010522,-1.4433333,116.7667,200102,0.0,3
1651,20010522,6.45,3.3767,200102,0.0,3
1652,20010522,27.2265,34.8265,200102,0.0,3
1653,20010522,30.4166667,49.0667,200102,0.0,2
1654,20010523,10.344,107.0568,200102,0.0,0
1655,20010523,3.7766667,98.6767,200102,0.0,2
1656,20010524,19.02,-68.9983,200102,0.0,0
1657,20010524,3.7766667,98.6767,200102,0.0,1
1658,20010526,29.9666667,32.5432,200102,0.0,0
1659,20010526,-6.0886667,106.875,200102,0.0,0
1660,20010528,13.0931667,80.2932,200102,0.0,0
1661,20010528,10.344,107.0568,200102,0.0,0
1662,20010529,-6.0166667,106.8833,200102,0.0,1
1663,20010531,13.0931667,80.2932,200102,0.0,3
1664,20010531,22.4765,89.5765,200102,0.0,0
1665,20010601,3.7766667,98.6767,200102,0.0,2
1666,20010604,-6.758,39.3362,200102,0.0,1
1667,20010606,22.4765,89.5765,200102,0.0,0
1668,20010607,5.5878333,123.0788,200102,0.0,1
1669,20010612,13.0931667,80.2932,200102,0.0,0
1670,20010612,-6.77,39.345,200102,0.0,0
1671,20010613,1.45,106.2667,200102,0.0,3
1672,20010614,6.404,117.9173,200102,0.0,0
1673,20010614,6.404,117.9173,200102,0.0,3
1674,20010614,6.404,117.9173,200102,0.0,2
1675,20010614,6.404,117.9173,200102,0.0,0
1676,20010614,6.404,117.9173,200102,0.0,0
1677,20010614,6.404,117.9173,200102,0.0,2
1678,20010614,22.2166667,91.7932,200102,0.0,0
1679,20010616,5.4166667,100.3432,200102,0.0,1
1680,20010616,22.2166667,91.7932,200102,0.0,1
1681,20010617,-6.0433333,105.9167,200102,0.0,1
1682,20010619,-5.5506,106.5227,200102,0.0,0
1683,20010620,-6.0886667,106.875,200102,0.0,0
1684,20010620,5.8266667,118.1167,200102,0.0,0
1685,20010622,8.9946667,-13.8587,200102,0.0,2
1686,20010623,18.4166667,-70.0,200102,0.0,2
1687,20010623,22.2166667,91.7932,200102,0.0,2
1688,20010623,9.5166667,-13.7167,200102,0.0,2
1689,20010624,-18.1431667,49.4167,200102,0.0,3
1690,20010624,-31.2225,30.1505,200102,0.0,0
1691,20010624,-8.8,13.25,200102,0.0,1
1692,20010625,4.9,97.95,200102,0.0,1
1693,20010625,-5.95,106.0,200102,0.0,2
1694,20010627,4.0431667,9.6667,200102,0.0,3
1695,20010627,1.1933333,103.41,200102,0.0,0
1696,20010627,3.9166667,98.7667,200102,0.0,3
1697,20010627,-6.775,39.3533,200102,0.0,0
1698,20010628,30.0166667,47.95,200102,0.0,3
1699,20010628,11.2931,49.1791,200102,0.0,0
1700,20010629,13.7083333,42.9667,200102,0.0,3
1701,20010630,1.0833333,104.9167,200102,0.0,2
1702,20010630,1.05,105.0,200102,0.0,2
1703,20010630,-6.0886667,106.875,200102,0.0,1
1704,20010701,1.05,104.95,200103,0.0,0
1705,20010702,6.45,3.3767,200103,0.0,2
1706,20010703,11.8431667,-15.5765,200103,0.0,2
1707,20010703,22.2166667,91.7932,200103,0.0,1
1708,20010704,7.8166667,98.4,200103,0.0,2
1709,20010705,-6.0886667,106.875,200103,0.0,3
1710,20010706,6.45,3.3767,200103,0.0,2
1711,20010707,0.9766667,103.4267,200103,0.0,0
1712,20010708,13.0931667,80.2932,200103,0.0,0
1713,20010709,6.45,3.3767,200103,0.0,0
1714,20010710,13.0931667,80.2932,200103,0.0,2
1715,20010712,3.7766667,98.6767,200103,0.0,0
1716,20010712,-6.0166667,105.95,200103,0.0,1
1717,20010713,13.0966667,80.3417,200103,0.0,3
1718,20010714,2.0958333,109.517,200103,0.0,3
1719,20010715,-6.0886667,106.875,200103,0.0,0
1720,20010715,-6.0886667,106.875,200103,0.0,3
1721,20010716,22.2166667,91.7932,200103,0.0,2
1722,20010719,-5.4666667,105.1667,200103,0.0,0
1723,20010720,10.5666667,107.0167,200103,0.0,0
1724,20010720,-5.4666667,105.1667,200103,0.0,2
1725,20010721,5.2931667,-4.0,200103,0.0,2
1726,20010722,5.6166667,-0.0167,200103,0.0,2
1727,20010724,-6.0886667,106.875,200103,0.0,0
1728,20010726,-6.775,39.3533,200103,0.0,2
1729,20010731,3.1528,99.6564,200103,0.0,2
1730,20010801,22.2166667,91.7932,200103,0.0,1
1731,20010802,14.9166667,119.4333,200103,0.0,3
1732,20010803,3.7766667,98.6767,200103,0.0,3
1733,20010804,-1.25,116.7932,200103,0.0,0
1734,20010807,5.6166667,-0.0167,200103,0.0,1
1735,20010807,5.8266667,118.1167,200103,0.0,0
1736,20010809,3.7766667,98.6767,200103,0.0,1
1737,20010809,13.6931667,100.5765,200103,0.0,0
1738,20010810,1.4666667,104.5333,200103,0.0,0
1739,20010810,24.5333333,122.2333,200103,0.0,0
1740,20010810,1.5666667,104.4667,200103,0.0,1
1741,20010812,29.65,48.7167,200103,0.0,3
1742,20010813,-2.06,-80.51,200103,0.0,1
1743,20010813,-6.0886667,106.875,200103,0.0,2
1744,20010814,27.3167,-112.2833,200103,0.0,3
1745,20010815,18.4166667,-70.0,200103,0.0,1
1746,20010816,-6.775,39.3533,200103,0.0,1
1747,20010817,4.5833333,96.0833,200103,0.0,2
1748,20010818,1.6666667,104.5,200103,0.0,1
1749,20010820,5.2931667,-4.0,200103,0.0,1
1750,20010820,6.45,3.3767,200103,0.0,1
1751,20010823,-2.2666667,-79.9,200103,0.0,3
1752,20010823,8.5,-13.2265,200103,0.0,3
1753,20010825,5.0344,98.0568,200103,0.0,1
1754,20010826,14.6584,76.3016,200103,0.0,3
1755,20010826,7.4739,122.941,200103,0.0,2
1756,20010828,20.6166667,71.6667,200103,0.0,2
1757,20010829,-1.25,116.7932,200103,0.0,3
1758,20010829,5.2931667,-4.0,200103,0.0,1
1759,20010830,1.4033333,104.6633,200103,0.0,3
1760,20010831,12.7166667,43.3167,200103,0.0,1
1761,20010831,-2.7094,129.5001,200103,0.0,1
1762,20010831,11.1333333,43.8833,200103,0.0,1
1763,20010901,-3.0,107.05,200103,0.0,2
1764,20010902,9.9666667,76.25,200103,0.0,3
1765,20010905,6.45,3.3767,200103,0.0,0
1766,20010908,12.8,43.25,200103,0.0,0
1767,20010908,-6.0886667,106.875,200103,0.0,0
1768,20010909,4.0431667,9.6667,200103,0.0,1
1769,20010910,-3.3265,114.6167,200103,0.0,2
1770,20010911,4.0431667,9.6667,200103,0.0,0
1771,20010914,9.1883333,-14.5217,200103,0.0,0
1772,20010917,-7.89,91.005,200103,0.0,1
1773,20010918,9.1833333,-14.5333,200103,0.0,2
1774,20010918,0.1,117.4667,200103,0.0,2
1775,20010918,2.9039,108.8195,200103,0.0,0
1776,20010919,20.5333333,71.35,200103,0.0,1
1777,20010924,14.0166667,42.6833,200103,0.0,3
1778,20010924,6.45,3.3767,200103,0.0,0
1779,20010925,16.9765,82.3167,200103,0.0,1
1780,20010926,-1.25,116.7932,200103,0.0,3
1781,20010927,21.8991,72.3785,200103,0.0,3
1782,20010928,14.5931667,121.0,200103,0.0,3
1783,20010929,-6.0886667,106.875,200103,0.0,1
1784,20010930,-5.8708333,105.525,200103,0.0,0
1785,20010930,-3.2166667,116.2,200103,0.0,2
1786,20011004,4.0431667,9.6667,200104,0.0,2
1787,20011005,24.5166667,119.1333,200104,0.0,0
1788,20011006,22.4765,89.5765,200104,0.0,0
1789,20011006,5.2931667,-4.0,200104,0.0,2
1790,20011007,-5.9366667,106.0038,200104,0.0,2
1791,20011011,8.5,-13.2265,200104,0.0,0
1792,20011013,10.3166667,-75.6,200104,0.0,2
1793,20011016,5.2931667,-4.0,200104,0.0,0
1794,20011017,0.3033333,9.415,200104,0.0,2
1795,20011018,22.4765,89.5765,200104,0.0,2
1796,20011019,-6.775,39.3533,200104,0.0,0
1797,20011021,-1.4666667,-48.4765,200104,0.0,3
1798,20011021,10.3433333,107.0667,200104,0.0,1
1799,20011022,6.2483333,3.3733,200104,0.0,3
1800,20011022,3.7766667,98.6767,200104,0.0,3
1801,20011025,6.0666667,126.2067,200104,0.0,2
1802,20011025,36.7765,3.0667,200104,0.0,0
1803,20011028,2.3333333,46.3833,200104,0.0,2
1804,20011029,6.45,3.3767,200104,0.0,0
1805,20011030,9.8951,80.2086,200104,0.0,0
1806,20011103,1.8283333,102.525,200104,0.0,1
1807,20011104,6.1,3.6167,200104,0.0,1
1808,20011104,6.0283333,3.5167,200104,0.0,0
1809,20011104,12.4833333,44.7167,200104,0.0,2
1810,20011105,-0.3765,42.5432,200104,0.0,3
1811,20011106,11.5166667,111.6833,200104,0.0,3
1812,20011106,-6.775,39.3533,200104,0.0,3
1813,20011108,3.7765,98.7,200104,0.0,1
1814,20011111,2.0333333,102.95,200104,0.0,1
1815,20011115,-3.2,116.2767,200104,0.0,0
1816,20011117,3.7766667,98.6767,200104,0.0,0
1817,20011119,0.7266667,103.6083,200104,0.0,3
1818,20011120,3.7766667,98.6767,200104,0.0,3
1819,20011122,-2.2666667,-79.9,200104,0.0,0
1820,20011122,22.4366667,89.5967,200104,0.0,1
1821,20011122,-0.5265,117.15,200104,0.0,3
1822,20011123,21.8783333,88.0717,200104,0.0,1
1823,20011125,3.7766667,98.6767,200104,0.0,0
1824,20011125,9.8666667,97.6833,200104,0.0,1
1825,20011125,21.765,91.67,200104,0.0,2
1826,20011126,6.45,3.3767,200104,0.0,3
1827,20011126,10.344,107.0568,200104,0.0,3
1828,20011128,-6.0083333,106.9067,200104,0.0,3
1829,20011129,12.9833333,100.7417,200104,0.0,3
1830,20011130,7.765,97.7083,200104,0.0,2
1831,20011130,5.9339,117.7137,200104,0.0,3
1832,20011205,11.7915,112.3207,200104,0.0,3
1833,20011205,21.8783333,88.0717,200104,0.0,1
1834,20011205,-6.0886667,106.875,200104,0.0,2
1835,20011205,5.8266667,118.1167,200104,0.0,3
1836,20011205,-0.05,-51.1667,200104,0.0,3
1837,20011206,-2.2666667,-79.9,200104,0.0,0
1838,20011206,-6.0886667,106.875,200104,0.0,2
1839,20011206,4.0431667,9.6667,200104,0.0,3
1840,20011206,13.0833333,80.3833,200104,0.0,1
1841,20011206,5.1933333,-4.03,200104,0.0,1
1842,20011208,10.344,107.0568,200104,0.0,2
1843,20011208,0.2765,9.5,200104,0.0,1
1844,20011210,16.9765,82.3167,200104,0.0,3
1845,20011210,1.2418333,104.0637,200104,0.0,1
1846,20011211,13.0666667,100.8667,200104,0.0,2
1847,20011214,6.45,3.3767,200104,0.0,1
1848,20011214,3.9833,100.1,200104,0.0,3
1849,20011214,22.2166667,91.7932,200104,0.0,1
1850,20011215,5.2931667,-4.0,200104,0.0,1
1851,20011215,19.7916667,91.0,200104,0.0,3
1852,20011215,1.05,103.6517,200104,0.0,3
1853,20011217,5.8266667,118.1167,200104,0.0,2
1854,20011220,6.45,3.3767,200104,0.0,1
1855,20011222,21.8783333,88.0717,200104,0.0,1
1856,20011222,4.6833333,118.9,200104,0.0,1
1857,20011222,-3.3265,114.6167,200104,0.0,1
1858,20011224,10.25,107.0467,200104,0.0,0
1859,20011224,-4.55,113.2,200104,0.0,3
1860,20011224,12.5,44.8167,200104,0.0,0
1861,20011228,-1.25,116.7932,200104,0.0,3
1862,20011229,22.4765,89.5765,200104,0.0,2
1863,20020103,6.4405,3.4223,200201,0.0,0
1864,20020103,6.4405,3.4223,200201,0.0,3
1865,20020104,0.3016667,9.4167,200201,0.0,2
1866,20020104,-6.76,39.3367,200201,0.0,2
1867,20020105,14.6333333,-17.35,200201,0.0,1
1868,20020106,21.8783333,88.0717,200201,0.0,0
1869,20020108,-2.2833333,-79.903,200201,0.0,0
1870,20020108,5.815,118.0555,200201,0.0,3
1871,20020109,14.6983333,51.2367,200201,0.0,3
1872,20020109,14.5403333,51.0805,200201,0.0,0
1873,20020109,-1.3666667,116.9833,200201,0.0,2
1874,20020109,14.565,51.375,200201,0.0,2
1875,20020110,-6.0976667,106.9025,200201,0.0,2
1876,20020110,6.402,123.2035,200201,0.0,3
1877,20020112,13.1066667,80.305,200201,0.0,3
1878,20020112,5.2931667,-4.0,200201,0.0,0
1879,20020112,13.1066667,80.305,200201,0.0,3
1880,20020112,-2.9886667,104.826,200201,0.0,3
1881,20020114,13.1066667,80.305,200201,0.0,2
1882,20020114,7.8166667,49.95,200201,0.0,3
1883,20020114,3.9066667,5.4183,200201,0.0,1
1884,20020117,8.2,50.2833,200201,0.0,2
1885,20020118,21.8,89.5167,200201,0.0,0
1886,20020118,3.7836667,98.7007,200201,0.0,0
1887,20020118,-4.0483333,39.645,200201,0.0,0
1888,20020118,-6.0976667,106.9025,200201,0.0,1
1889,20020120,1.9581667,102.6835,200201,0.0,2
1890,20020121,-6.0418333,105.9193,200201,0.0,1
1891,20020124,14.9166667,51.0333,200201,0.0,2
1892,20020127,30.8356,126.8042,200201,0.0,3
1893,20020128,8.2,50.2833,200201,0.0,3
1894,20020128,-2.2833333,-79.903,200201,0.0,0
1895,20020131,6.25,3.2683,200201,0.0,2
1896,20020203,21.6666667,59.765,200201,0.0,0
1897,20020204,18.4666667,-76.75,200201,0.0,0
1898,20020204,-1.25,116.7932,200201,0.0,0
1899,20020205,13.5333333,44.0,200201,0.0,3
1900,20020209,13.138,100.825,200201,0.0,1
1901,20020211,6.4405,3.4223,200201,0.0,0
1902,20020212,-6.0976667,106.9025,200201,0.0,3
1903,20020213,13.25,49.3333,200201,0.0,1
1904,20020213,10.9833333,-17.2833,200201,0.0,1
1905,20020213,10.9833333,-17.2833,200201,0.0,2
1906,20020215,-1.2561667,116.8072,200201,0.0,2
1907,20020219,17.0183333,82.3633,200201,0.0,2
1908,20020221,16.9996667,82.3543,200201,0.0,1
1909,20020221,8.275,76.3983,200201,0.0,1
1910,20020224,5.3863333,100.365,200201,0.0,0
1911,20020227,5.815,118.0555,200201,0.0,2
1912,20020228,9.1833333,-14.55,200201,0.0,1
1913,20020303,-1.3426667,116.9737,200201,0.0,2
1914,20020304,3.7836667,98.7007,200201,0.0,3
1915,20020304,-9.4166667,159.9667,200201,0.0,3
1916,20020305,5.2931667,-4.0,200201,0.0,2
1917,20020305,-5.1666667,118.75,200201,0.0,1
1918,20020305,6.9545,79.8256,200201,0.0,2
1919,20020306,6.0416667,1.275,200201,0.0,0
1920,20020308,-0.8061667,103.4573,200201,0.0,1
1921,20020308,8.9564,-13.2979,200201,0.0,1
1922,20020309,42.4686667,27.4578,200201,0.0,2
1923,20020309,-3.3198333,114.555,200201,0.0,2
1924,20020310,4.1633333,99.4267,200201,0.0,1
1925,20020311,2.5833333,101.5,200201,0.0,0
1926,20020311,3.7836667,98.7007,200201,0.0,2
1927,20020313,-6.8265,39.2765,200201,0.0,3
1928,20020314,1.8615,102.459,200201,0.0,3
1929,20020314,-2.2833333,-80.7192,200201,0.0,1
1930,20020314,17.5284,-163.9928,200201,0.0,3
1931,20020315,22.4765,89.5765,200201,0.0,1
1932,20020315,22.4765,89.5765,200201,0.0,3
1933,20020315,6.4405,3.4223,200201,0.0,3
1934,20020318,-1.0,117.305,200201,0.0,2
1935,20020318,22.0972,88.2164,200201,0.0,3
1936,20020319,-1.2561667,116.8072,200201,0.0,0
1937,20020320,6.4405,3.4223,200201,0.0,1
1938,20020320,21.991,120.7614,200201,0.0,1
1939,20020321,-1.2561667,116.8072,200201,0.0,2
1940,20020321,-1.2561667,116.8072,200201,0.0,1
1941,20020322,23.0656667,107.0687,200201,0.0,0
1942,20020322,22.0355,88.0923,200201,0.0,3
1943,20020325,-1.2561667,116.8072,200201,0.0,3
1944,20020325,0.2863333,9.5083,200201,0.0,1
1945,20020325,0.755,103.92,200201,0.0,2
1946,20020327,10.0666667,-16.3917,200201,0.0,3
1947,20020328,15.25,51.6667,200201,0.0,0
1948,20020328,-1.9016667,116.6133,200201,0.0,3
1949,20020329,22.1666667,91.7667,200201,0.0,1
1950,20020329,5.2931667,-4.0,200201,0.0,3
1951,20020330,5.6258333,0.007,200201,0.0,0
1952,20020331,0.2863333,9.5083,200201,0.0,1
1953,20020331,14.0,51.8733,200201,0.0,1
1954,20020331,0.2863333,9.5083,200201,0.0,3
1955,20020331,0.2863333,9.5083,200201,0.0,3
1956,20020402,-0.6466667,8.8117,200202,0.0,2
1957,20020403,8.9166667,76.0833,200202,0.0,2
1958,20020403,6.3,3.4,200202,0.0,2
1959,20020405,3.9266667,98.775,200202,0.0,0
1960,20020409,-2.4878,-79.8468,200202,0.0,0
1961,20020409,0.0895,117.4742,200202,0.0,2
1962,20020410,1.5856667,110.4377,200202,0.0,0
1963,20020412,22.1666667,91.7667,200202,0.0,2
1964,20020414,4.0431667,9.6667,200202,0.0,1
1965,20020416,-12.1283333,-77.205,200202,0.0,2
1966,20020417,4.9173,99.2682,200202,0.0,2
1967,20020417,4.9173,99.2682,200202,0.0,1
1968,20020417,4.9173,99.2682,200202,0.0,0
1969,20020417,4.9173,99.2682,200202,0.0,3
1970,20020417,14.1333333,49.65,200202,0.0,0
1971,20020418,12.3766667,44.215,200202,0.0,0
1972,20020418,-5.715,116.655,200202,0.0,3
1973,20020423,-24.637,-46.305,200202,0.0,2
1974,20020424,-2.2833333,-80.7192,200202,0.0,3
1975,20020424,-2.2833333,-80.7192,200202,0.0,2
1976,20020424,8.5802,-78.5344,200202,0.0,1
1977,20020424,-1.05,117.2167,200202,0.0,0
1978,20020425,-1.1666667,-81.3333,200202,0.0,2
1979,20020426,1.6373333,110.4738,200202,0.0,0
1980,20020426,1.6373333,110.4738,200202,0.0,3
1981,20020427,22.1666667,91.7667,200202,0.0,3
1982,20020428,-32.235,-51.9067,200202,0.0,2
1983,20020502,-3.9318,114.9754,200202,0.0,0
1984,20020502,5.6258333,0.007,200202,0.0,2
1985,20020502,6.8183333,-58.1717,200202,0.0,1
1986,20020505,-6.0976667,106.9025,200202,0.0,2
1987,20020505,5.2931667,-4.0,200202,0.0,3
1988,20020506,-6.0976667,106.9025,200202,0.0,3
1989,20020506,23.0656667,107.0687,200202,0.0,1
1990,20020506,13.1066667,80.305,200202,0.0,2
1991,20020509,23.0656667,107.0687,200202,0.0,1
1992,20020510,10.2755,107.0652,200202,0.0,3
1993,20020510,-5.4561667,105.3067,200202,0.0,3
1994,20020511,12.5,46.3833,200202,0.0,1
1995,20020511,-1.3185,127.744,200202,0.0,3
1996,20020511,-0.5401667,117.1383,200202,0.0,2
1997,20020512,0.8333333,105.1817,200202,0.0,0
1998,20020513,-1.2758,-81.0672,200202,0.0,0
1999,20020515,6.6933,-58.1875,200202,0.0,2
2000,20020515,6.6933,-58.1875,200202,0.0,0
2001,20020516,14.5211667,120.9428,200202,0.0,0
2002,20020520,4.0431667,9.6667,200202,0.0,1
2003,20020520,3.9906667,98.7702,200202,0.0,2
2004,20020521,1.1283333,103.7617,200202,0.0,2
2005,20020521,1.155,103.795,200202,0.0,3
2006,20020524,-12.2716667,49.295,200202,0.0,3
2007,20020524,-5.4561667,105.3067,200202,0.0,0
2008,20020525,-3.691,128.1695,200202,0.0,2
2009,20020529,-12.2716667,49.295,200202,0.0,1
2010,20020601,4.9173,99.2682,200202,0.0,0
2011,20020601,10.9583333,-74.7583,200202,0.0,2
2012,20020601,4.0431667,9.6667,200202,0.0,2
2013,20020601,13.2466667,42.9417,200202,0.0,0
2014,20020602,4.0431667,9.6667,200202,0.0,2
2015,20020603,6.8183333,-58.1717,200202,0.0,2
2016,20020603,16.9733333,82.2742,200202,0.0,2
2017,20020604,-0.002,117.5833,200202,0.0,2
2018,20020605,10.9583333,-74.7583,200202,0.0,3
2019,20020609,6.8183333,-58.1717,200202,0.0,0
2020,20020609,22.1666667,91.7667,200202,0.0,0
2021,20020612,22.1666667,91.7667,200202,0.0,3
2022,20020612,9.3516667,-79.9045,200202,0.0,3
2023,20020614,-0.7071667,8.7852,200202,0.0,0
2024,20020614,1.2201,103.6051,200202,0.0,0
2025,20020614,-1.2561667,116.8072,200202,0.0,3
2026,20020615,10.8333333,50.1667,200202,0.0,0
2027,20020615,6.4416667,3.3867,200202,0.0,3
2028,20020615,-1.46,-48.4967,200202,0.0,0
2029,20020617,6.2733333,121.51,200202,0.0,1
2030,20020618,-13.3,47.2667,200202,0.0,2
2031,20020618,-0.002,117.5833,200202,0.0,0
2032,20020618,-0.002,117.5833,200202,0.0,1
2033,20020620,22.25,91.75,200202,0.0,2
2034,20020620,-3.7,116.4167,200202,0.0,3
2035,20020622,22.2145,91.768,200202,0.0,2
2036,20020623,-0.5401667,117.1383,200202,0.0,1
2037,20020625,-1.8833333,116.65,200202,0.0,0
2038,20020627,-6.0976667,106.9025,200202,0.0,1
2039,20020627,6.8183333,-58.1717,200202,0.0,3
2040,20020628,22.1666667,91.7667,200202,0.0,2
2041,20020628,3.1833333,112.8667,200202,0.0,1
2042,20020630,17.55,119.9667,200202,0.0,3
2043,20020630,5.1666667,97.1333,200202,0.0,3
2044,20020630,10.2333333,107.19,200202,0.0,0
2045,20020702,3.7836667,98.7007,200203,0.0,0
2046,20020703,11.062,-74.8405,200203,0.0,1
2047,20020703,6.8183333,-58.1717,200203,0.0,1
2048,20020703,6.8183333,-58.1717,200203,0.0,3
2049,20020703,3.7836667,98.7007,200203,0.0,2
2050,20020703,-7.2038333,112.7235,200203,0.0,0
2051,20020704,22.1666667,91.7667,200203,0.0,3
2052,20020704,-0.5401667,117.1383,200203,0.0,3
2053,20020705,-0.1,117.5265,200203,0.0,2
2054,20020705,53.6928333,-0.8717,200203,0.0,2
2055,20020707,-12.0405,-77.1413,200203,0.0,3
2056,20020708,22.1666667,91.7667,200203,0.0,0
2057,20020709,-0.8856667,-80.7192,200203,0.0,0
2058,20020709,-9.1,160.2646,200203,0.0,1
2059,20020709,14.676,-17.4247,200203,0.0,0
2060,20020709,-8.2206667,-78.9983,200203,0.0,0
2061,20020711,-12.0405,-77.1413,200203,0.0,2
2062,20020711,0.0248333,117.538,200203,0.0,2
2063,20020712,22.1666667,91.7667,200203,0.0,3
2064,20020713,13.1066667,80.305,200203,0.0,1
2065,20020714,20.6333333,106.8833,200203,0.0,0
2066,20020714,-0.1,117.5265,200203,0.0,3
2067,20020714,-0.5401667,117.1383,200203,0.0,3
2068,20020716,18.4188333,-70.03,200203,0.0,2
2069,20020717,13.485,-89.3317,200203,0.0,0
2070,20020717,23.0656667,107.0687,200203,0.0,3
2071,20020718,-2.52,-80.0867,200203,0.0,3
2072,20020720,-0.1,117.5265,200203,0.0,0
2073,20020720,18.4188333,-70.03,200203,0.0,1
2074,20020720,10.2428333,-64.59,200203,0.0,2
2075,20020722,-5.5583,105.3657,200203,0.0,3
2076,20020724,13.1066667,80.305,200203,0.0,0
2077,20020724,22.4855,89.5858,200203,0.0,3
2078,20020725,16.88,119.2417,200203,0.0,2
2079,20020725,22.1666667,91.7667,200203,0.0,3
2080,20020725,53.6928333,-0.8717,200203,0.0,2
2081,20020729,22.4855,89.5858,200203,0.0,2
2082,20020730,11.8833333,51.0667,200203,0.0,1
2083,20020731,13.7418333,121.0073,200203,0.0,0
2084,20020731,-6.045,106.8883,200203,0.0,2
2085,20020801,10.2333333,-64.5333,200203,0.0,2
2086,20020803,-1.4583333,116.76,200203,0.0,2
2087,20020806,18.4188333,-70.03,200203,0.0,1
2088,20020809,-0.5401667,117.1383,200203,0.0,0
2089,20020813,22.1666667,91.7667,200203,0.0,0
2090,20020813,5.6258333,0.007,200203,0.0,3
2091,20020814,4.0431667,9.6667,200203,0.0,3
2092,20020814,14.6018333,-17.3257,200203,0.0,0
2093,20020814,-1.2561667,116.8072,200203,0.0,0
2094,20020816,10.2053333,-64.657,200203,0.0,0
2095,20020820,10.6933333,106.75,200203,0.0,2
2096,20020820,-0.5401667,117.1383,200203,0.0,1
2097,20020820,22.25,91.75,200203,0.0,1
2098,20020820,22.4855,89.5858,200203,0.0,0
2099,20020820,22.1666667,91.7667,200203,0.0,2
2100,20020821,22.25,91.75,200203,0.0,3
2101,20020822,-5.5583,105.3657,200203,0.0,2
2102,20020822,-6.0976667,106.9025,200203,0.0,0
2103,20020824,40.8096667,9.6857,200203,0.0,1
2104,20020825,22.1666667,91.7667,200203,0.0,1
2105,20020826,1.692,102.7892,200203,0.0,0
2106,20020826,-17.8756667,36.8765,200203,0.0,2
2107,20020827,10.2053333,-64.657,200203,0.0,3
2108,20020827,-1.2561667,116.8072,200203,0.0,3
2109,20020827,-5.4653333,154.6813,200203,0.0,2
2110,20020829,3.7836667,98.7007,200203,0.0,0
2111,20020829,10.5275,-66.0983,200203,0.0,1
2112,20020830,10.3558333,106.9368,200203,0.0,1
2113,20020901,10.2428333,-64.59,200203,0.0,1
2114,20020902,22.1666667,91.7667,200203,0.0,1
2115,20020903,-5.9531667,105.9922,200203,0.0,2
2116,20020903,6.8183333,-58.1717,200203,0.0,3
2117,20020904,18.4188333,-70.03,200203,0.0,3
2118,20020906,1.59,101.9067,200203,0.0,3
2119,20020906,3.6566667,-77.1617,200203,0.0,0
2120,20020907,5.5033333,-54.0245,200203,0.0,2
2121,20020908,13.8,42.7,200203,0.0,2
2122,20020909,-1.3433333,116.95,200203,0.0,1
2123,20020910,1.4166667,104.5,200203,0.0,0
2124,20020911,22.1666667,91.7667,200203,0.0,2
2125,20020911,-6.0976667,106.9025,200203,0.0,1
